Vip,Vipr1
Vip,Vipr2
Npy,Npy1r
Npy,Npy2r
Npy,Npy5r
Sst,Sstr1
Sst,Sstr2
Sst,Sstr3
Sst,Sstr4
Penk,Oprd1
Penk,Oprm1
Tac2,Tacr3
Cck,Cckbr
Crh,Crhr1
Crh,Crhr2
Tac1,Tacr1
Pdyn,Oprd1
Pdyn,Oprk1
Pdyn,Oprm1
Cort,Sstr1
Cort,Sstr2
Cort,Sstr3
Cort,Sstr4
Pthlh,Pth1r
Pnoc,Oprl1
Adcyap1,Adcyap1r1
Adcyap1,Vipr1
Adcyap1,Vipr2
Trh,Trhr
Trh,Trhr2
Grp,Grpr
Nmb,Nmbr
Nts,Ntsr1
Nts,Ntsr2
Rln1,Rxfp1
Rln1,Rxfp2
Rln1,Rxfp3
